id_protein,feature1,feature2,feature3,feature4,feature5,feature6,feature7,class_label
P0384,0.6814640469679462,0.5063398825801346,0.48,0.5,0.6990196477404039,0.7521960704519192,0.7763398825801346,im
P0385,0.858277184122058,0.4548315523661739,0.48,0.5,0.56287135979657,0.714712864020343,0.749425728040686,im
P0386,0.2432592465061315,0.39202118406179337,0.48,0.5,0.5329206458518873,0.7738201076419813,0.7976402152839625,im
P0387,0.0423752340392721,0.51,0.48,0.5,0.34470309574509095,0.5958433404312738,0.450593808509818,im
P0388,0.43,0.4,0.48,0.5,0.58,0.75,0.78,im
P0389,0.41,0.51,0.48,0.5,0.53,0.75,0.78,im
P0390,0.6198708211689162,0.5950968841233129,0.48,0.5,0.5101937682466257,0.7246447582145196,0.7199354105844581,im
P0391,0.6452308041700118,0.5890767833199528,0.48,0.5,0.6244614569366391,0.6649230652766628,0.6846153263833137,im
P0392,0.3478803159123797,0.5439149454019239,0.48,0.5,0.5909228432114177,0.7205984204381012,0.7505984204381012,im
P0393,0.301257861813917,0.5106289309069585,0.48,0.5,0.4195283018197811,0.6111792454505472,0.33913522000293206,im
P0394,0.45094481547113474,0.3994331107173192,0.48,0.5,0.6109448154711347,0.7381103690577305,0.7684882952461844,im
P0395,0.11871688758768308,0.6481870889906125,0.48,0.5,0.7194702014029294,0.5979635737724367,0.6364155620615846,im
P0396,0.3,0.51,0.48,0.5,0.42,0.61,0.34,im
P0397,0.66,0.53,0.48,0.5,0.59,0.66,0.66,im
P0398,0.12030974677042808,0.4298348017224383,0.48,0.5,0.6297522025836575,0.7001445484928664,0.740103248923476,im
P0399,0.44,0.52,0.48,0.5,0.43,0.47,0.54,im
P0400,0.6,0.46,0.48,0.5,0.45,0.81,0.83,im
P0401,0.47833001858236684,0.5000198885057988,0.48,0.5,0.5300198885057988,0.7599801114942012,0.7166799256705325,im
P0402,0.7096576011716922,0.7137919994674126,0.48,0.5,0.654483200213035,0.6720671991478602,0.6817248003195524,im
P0403,0.33682016659178105,0.6350218325095911,0.48,0.5,0.4595831652438391,0.766359666816438,0.7931798334082191,im
P0404,0.6494779220833793,0.7411463990530094,0.48,0.5,0.6435414403787962,0.7158342384848151,0.6653121605681944,im
P0405,0.31,0.44958641626031953,0.48,0.5,0.5111841523037062,0.7979886802169329,0.8247932081301598,im
P0406,0.1024471563254537,0.5873615166264247,0.48,0.5,0.47443604268066697,0.9016062322589701,0.3417018957830309,im
P0407,0.6931133700231941,0.4117935901623589,0.48,0.5,0.5668866299768058,0.7662267400463882,0.7713197798608353,im
P0408,0.553868814013884,0.4723212884083304,0.5202356657443934,0.5,0.5676787115916696,0.7792262371972233,0.8,im
P0409,0.4089446628167114,0.5185225279433958,0.48,0.5,0.3702110674366577,0.7753166011549866,0.19936679769002683,im
P0410,0.6,0.61,0.48,0.5,0.54,0.67,0.71,im
P0411,0.706799842410025,0.4192009455398493,0.48,0.5,0.6619976361503767,0.7256012607197991,0.736799842410025,im
P0412,0.7267118297255201,0.47543512073194655,0.48,0.5,0.5898645108234399,0.9331526810979198,0.9342939009149331,im
P0413,0.31,0.44,0.48,0.5,0.5,0.79,0.82,im
P0414,0.5270324868132555,0.5235908641024037,0.48,0.5,0.6082791886445741,0.7646883245421704,0.7923441622710852,im
P0415,0.35530108287498746,0.5030725635312783,0.48,0.5,0.3679516243124812,0.7673494585625062,0.7936747292812532,im
P0416,0.5673832290073187,0.5645233541985363,0.48,0.5,0.5545233541985363,0.8045233541985363,0.8245233541985362,im
P0417,0.40464151863716763,0.5057132149097341,0.48,0.5,0.5278566074548671,0.7435698223646012,0.7735698223646013,im
P0418,0.47806274919367037,0.5819372508063296,0.48,0.5,0.5361254983873408,0.76,0.79,im
P0419,0.6,0.46,0.48,0.5,0.45,0.81,0.83,im
P0420,0.2981379089281764,0.4829931152383059,0.48,0.5,0.40268276672633535,0.8168069061311236,0.21124139404788242,im
P0421,0.4252600614441304,0.5189471472460093,0.48,0.5,0.4289471472460093,0.4847399385558695,0.5189429449201863,im
P0422,0.63,0.7237136023488315,0.48,0.5,0.6452572795302337,0.7142281614092989,0.6731431988255843,im
P0423,0.25888854501255154,0.43666718248117264,0.48,0.5,0.586388931873431,0.9016664087594136,0.9080553406328447,im
P0424,0.2596579882487418,0.48808854224965686,0.48,0.5,0.6115694459990849,0.8853923614997713,0.8926961807498857,im
P0425,0.7108139133706646,0.5178295643448945,0.48,0.5,0.6375582598880063,0.9967443465173417,0.987286955431118,im
P0426,0.5763978744472762,0.5627204251105448,0.48,0.5,0.5527204251105448,0.8027204251105448,0.8227204251105447,im
P0427,0.31,0.5,0.48,0.5,0.57,0.84,0.85,im
P0428,0.5969974603630794,0.4804020317095364,0.48,0.5,0.03120609512860923,0.7965326560968212,0.3121984762178477,im
P0429,0.4956162055460826,0.4308216073947768,0.48,0.5,0.4813702898321819,0.8921918972269587,0.88,im
P0430,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0431,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0432,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0433,0.7482019094906713,0.5442461103701481,1.0,0.9820190949067129,0.40395579912052315,0.4825866335653009,0.31941937750075,imL
P0434,0.7335751126639334,0.49744036052458673,1.0,0.8357511266393336,0.4361347521393466,0.5849742113524665,0.4773887832295197,imL
P0435,0.7246033503742307,0.46873072119753834,1.0,0.7460335037423071,0.45587262917669247,0.6477765473803849,0.5742838159583082,imL
P0436,0.7396875276778802,0.5170000885692168,1.0,0.8968752767788021,0.4226874391086636,0.5421873062548386,0.41137470107889373,imL
P0437,0.7339102653697158,0.4985128491830907,1.0,0.8391026536971582,0.4353974161866252,0.5826281424119892,0.4737691340070691,imL
P0438,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0439,0.7154857995572819,0.439554558583302,1.0,0.6548579955728187,0.4759312409739799,0.7115994030990269,0.6727533647813558,imL
P0440,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0441,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0442,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0443,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0444,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0445,0.7037859675604621,0.4021150961934789,1.0,0.5378596756046214,0.5016708713669833,0.793498227076765,0.7991115503470088,imL
P0446,0.718598769830408,0.4495160634573058,1.0,0.6859876983040806,0.4690827063731023,0.6898086111871435,0.639133285831593,imL
P0447,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0448,0.7437648858913313,0.5300476348522601,1.0,0.937648858913313,0.4137172510390712,0.513645798760681,0.3673392323736221,imL
P0449,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0450,0.7341809445736523,0.49937902263568756,1.0,0.8418094457365235,0.43480192193796485,0.5807333879844335,0.47084579860455456,imL
P0451,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0452,0.7285549944425226,0.48137598221607225,1.0,0.7855499444252256,0.4471790122264504,0.620115038902342,0.5316060600207564,imL
P0453,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0454,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0455,0.7134236087146896,0.4329555478870068,1.0,0.6342360871468962,0.48046806082768284,0.7260347389971726,0.6950250258813521,imL
P0456,0.7379089002030376,0.5113084806497203,1.0,0.8790890020303759,0.4266004195533173,0.5546376985787368,0.4305838778071939,imL
P0457,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0458,0.7078710869427453,0.41518747821678476,1.0,0.5787108694274523,0.4926836087259605,0.7649023914007833,0.7549922610183514,imL
P0459,0.7089029431627607,0.4184894181208344,1.0,0.5890294316276075,0.49041352504192637,0.7576793978606747,0.743848213842184,imL
P0460,0.723205787584432,0.46425852027018244,1.0,0.7320578758443201,0.45894726731424956,0.6575594869089758,0.5893774940881342,imL
P0461,0.7066591980397592,0.41130943372722945,1.0,0.566591980397592,0.4953497643125298,0.7733856137216856,0.7680806611706007,imL
P0462,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0463,0.7023637995885658,0.39756415868341044,1.0,0.5236379958856576,0.5047996409051553,0.8034534028800396,0.8144709644434898,imL
P0464,0.7275818994025518,0.478262078088166,1.0,0.7758189940255187,0.4493198213143859,0.6269267041821368,0.5421154864524398,imL
P0465,0.7385841808421484,0.5134693786948747,1.0,0.8858418084214836,0.42511480214727365,0.5499107341049615,0.42329084690479774,imL
P0466,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0467,0.7062109637622958,0.4098750840393466,1.0,0.562109637622958,0.49633587972294924,0.7765232536639294,0.7729215913672053,imL
P0468,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0469,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0470,0.7105851643400751,0.4238725258882407,1.0,0.6058516434007521,0.48671263845183454,0.7459038496194735,0.7256802251271877,imL
P0471,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0472,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0473,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0474,0.7071362535465254,0.4128360113488813,1.0,0.5713625354652541,0.4943002421976441,0.7700462251743221,0.7629284616975255,imL
P0475,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0476,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0477,0.7340952766678144,0.4991048853370062,1.0,0.8409527666781443,0.43499039133080825,0.5813330633252989,0.4717710119876041,imL
P0478,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0479,0.7371084041941258,0.5087468934212029,1.0,0.8710840419412589,0.42836151077292306,0.5602411706411188,0.43922923470344033,imL
P0480,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0481,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0482,0.7088536497855549,0.41833167931377563,1.0,0.5885364978555487,0.49052197047177926,0.7580244515011159,0.7443805823160073,imL
P0483,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0484,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0485,0.7172187696773432,0.4451000629674985,1.0,0.6721876967734326,0.47211870670984485,0.6994686122585971,0.6540372874846928,imL
P0486,0.7225576959849428,0.4621846271518169,1.0,0.7255769598494277,0.4603730688331259,0.6620961281054005,0.596376883362618,imL
P0487,0.703234812441275,0.40035139981208007,1.0,0.5323481244127501,0.502883412629195,0.7973563129110748,0.8050640256342297,imL
P0488,0.709912199867822,0.4217190395770302,1.0,0.5991219986782195,0.48819316029079174,0.7506146009252463,0.732948241427523,imL
P0489,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0490,0.709749809601119,0.42119939072358087,1.0,0.5974980960111902,0.4885504188775382,0.7517513327921669,0.7347020563079146,imL
P0491,0.7234028380933782,0.46488908189881056,1.0,0.7340283809337829,0.4585137561945678,0.656180133346352,0.5872493485915145,imL
P0492,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0493,0.7083052661606308,0.4165768517140188,1.0,0.5830526616063088,0.4917284144466121,0.7618631368755838,0.7503031254651864,imL
P0494,0.701196023989953,0.3938272767678498,1.0,0.5119602398995304,0.5073687472221033,0.8116278320703286,0.8270829409085072,imL
P0495,0.7339537409570062,0.49865197106241993,1.0,0.8395374095700622,0.43530176989458635,0.5823238133009565,0.47329959766433277,imL
P0496,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0497,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0498,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0499,0.7414002793547544,0.5224808939352141,1.0,0.9140027935475442,0.41891938541954027,0.530198044516719,0.39287698296865226,imL
P0500,0.7074814002817843,0.41394048090171,1.0,0.5748140028178437,0.4935409193800744,0.7676301980275093,0.7592008769567288,imL
P0501,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0502,0.7062733156153238,0.41007460996903633,1.0,0.5627331561532385,0.49619870564628754,0.776086790692733,0.7722481913545024,imL
P0503,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0504,0.7440020005046071,0.5308064016147428,1.0,0.940020005046071,0.4131955988898644,0.5119859964677503,0.36477839455024336,imL
P0505,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0506,0.744177024203294,0.5313664774505408,1.0,0.9417702420329399,0.41281054675275325,0.510760830576942,0.3628881386044248,imL
P0507,0.7090705421562576,0.4190257349000247,1.0,0.5907054215625771,0.49004480725623306,0.756506204906196,0.7420381447124167,imL
P0508,0.7171501393028921,0.44488044576925473,1.0,0.6715013930289209,0.4722696935336374,0.6999490248797553,0.6547784955287654,imL
P0509,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0510,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0511,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0512,0.7321349776844208,0.49283192859014685,1.0,0.8213497768442088,0.4393030490942741,0.5950551562090538,0.4929422410082544,imL
P0513,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0514,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0515,0.7314222869108112,0.4905513181145959,1.0,0.8142228691081121,0.44087096879621535,0.6000439916243215,0.5006393013632389,imL
P0516,0.7008324879547043,0.39266396145505406,1.0,0.5083248795470439,0.5081685264996504,0.8141725843170693,0.8310091300891926,imL
P0517,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0518,0.713725400615932,0.4339212819709826,1.0,0.6372540061593206,0.4798041186449495,0.7239221956884756,0.6917656733479337,imL
P0519,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0520,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0521,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0522,0.7045588971414819,0.4045884708527422,1.0,0.5455889714148192,0.4999704262887398,0.7880877200096265,0.7907639108719953,imL
P0523,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0524,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0525,0.7364940469833667,0.5067809503467737,1.0,0.8649404698336678,0.4297130966365931,0.5645416711164325,0.4458642925796387,imL
P0526,0.7406551624873663,0.5200965199595724,1.0,0.9065516248736635,0.42055864252779407,0.5354138625884355,0.40092424513644337,imL
P0527,0.7156144400541068,0.4399662081731419,1.0,0.6561444005410684,0.475648231880965,0.7106989196212521,0.6713640474156461,imL
P0528,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0529,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0530,0.7435049240045962,0.5292157568147081,1.0,0.9350492400459628,0.4142891671898882,0.5154655319678261,0.3701468207503601,imL
P0531,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0532,0.7207210686634304,0.4563074197229775,1.0,0.7072106866343046,0.464413648940453,0.6749525193559867,0.616212458434951,imL
P0533,0.7345021244975931,0.5004067983922982,1.0,0.8450212449759316,0.43409532610529505,0.5784851285168479,0.46737705542599384,imL
P0534,0.7459249488699831,0.536959836383946,1.0,0.9592494886998308,0.40896511248603723,0.4985253579101183,0.34401055220418264,imL
P0535,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0536,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0537,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0538,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0539,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0540,0.7369550559476019,0.5082561790323261,1.0,0.869550559476019,0.42869887691527586,0.5613146083667866,0.4408853957658994,imL
P0541,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0542,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0543,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0544,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0545,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0546,0.7107175593547949,0.42429618993534357,1.0,0.6071755935479486,0.4864213694194513,0.7449770845164359,0.7242503589682154,imL
P0547,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0548,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0549,0.7430990330173389,0.5279169056554845,1.0,0.9309903301733891,0.41518212736185445,0.5183067688786276,0.3745304434127398,imL
P0550,0.7333599100590413,0.4967517121889325,1.0,0.8335991005904139,0.43660819787010896,0.5864806295867102,0.479712971362353,imL
P0551,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0552,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0553,0.7485894300306938,0.5454861760982203,1.0,0.9858943003069383,0.4031032539324736,0.4798739897851432,0.3152341556685066,imL
P0554,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0555,0.7315367799388629,0.49091769580436145,1.0,0.8153677993886295,0.4406190841345015,0.5992425404279593,0.4994027766602802,imL
P0556,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0557,0.723679130289356,0.46577321692593937,1.0,0.7367913028935604,0.45790591336341674,0.6542460879745077,0.5842653928749547,imL
P0558,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0559,0.7226821737373217,0.4625829559594296,1.0,0.7268217373732174,0.4600992177778922,0.6612247838387477,0.5950325236369252,imL
P0560,0.7477913538491111,0.5429323323171555,1.0,0.9779135384911111,0.4048590215319556,0.4854605230562222,0.32385337842960005,imL
P0561,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0562,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0563,0.7446784462471219,0.5329710279907902,1.0,0.9467844624712192,0.41170741825633184,0.5072508762701466,0.3574727805310833,imL
P0564,0.7143391984308863,0.4358854349788365,1.0,0.6433919843088639,0.47845376345204993,0.7196256109837952,0.685136656946427,imL
P0565,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0566,0.7146550776343901,0.43689624843004826,1.0,0.6465507763439009,0.4777588292043418,0.7174144565592694,0.6817251615485871,imL
P0567,0.7064207287785381,0.4105463320913221,1.0,0.5642072877853814,0.4958743966872161,0.7750548985502329,0.7706561291917879,imL
P0568,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0569,0.7073015279199548,0.4133648893438555,1.0,0.5730152791995484,0.4939366385760994,0.768889304560316,0.7611434984644876,imL
P0570,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0571,0.7140481497466747,0.4349540791893593,1.0,0.6404814974667479,0.4790940705573155,0.7216629517732764,0.6882799827359123,imL
P0572,0.7198507729646592,0.4535224734869095,1.0,0.6985077296465921,0.46632829947774973,0.6810445892473855,0.6256116519816804,imL
P0573,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0574,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0575,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0576,0.7954450645824923,0.5200809208331805,0.48,0.5,0.532479769791705,0.5795144750009175,0.4591098708350154,imS
P0577,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0578,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0579,0.6344491806408278,0.49080894193469593,0.48,0.5,0.539797764516326,0.7551463483918243,0.7811016387183445,imS
P0580,0.6727058944753522,0.4977647080864277,0.48,0.5,0.5380588229783931,0.7134117514814339,0.7045882110492956,imS
P0581,0.8313728813287744,0.5266132511506862,0.48,0.5,0.5308466872123284,0.5403204930958825,0.38725423734245107,imS
P0582,0.6680557331130811,0.4969192242023784,0.48,0.5,0.5382701939494055,0.7184846547857298,0.7138885337738379,imS
P0583,0.7734416671671154,0.5160803031212937,0.48,0.5,0.5334799242196766,0.6035181812722378,0.5031166656657693,imS
P0584,0.6565907553517778,0.4948346827912323,0.48,0.5,0.538791329302192,0.7309919032526061,0.7368184892964444,imS
P0585,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0586,0.6517988764056334,0.49396343207375154,0.48,0.5,0.5390091419815621,0.7362194075574908,0.7464022471887333,imS
P0587,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0588,0.7676265213278688,0.5150230038777943,0.48,0.5,0.5337442490305514,0.6098619767332341,0.5147469573442623,imS
P0589,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0590,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0591,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0592,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0593,0.7804785976837638,0.5173597450334116,0.48,0.5,0.5331600637416471,0.5958415297995304,0.48904280463247246,imS
P0594,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0595,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0596,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0597,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0598,0.7933233708622962,0.5196951583385994,0.48,0.5,0.5325762104153502,0.5818290499684042,0.46335325827540763,imS
P0599,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0600,0.7922623295372982,0.5195022417340542,0.48,0.5,0.5326244395664864,0.5829865495956746,0.4654753409254035,imS
P0601,0.83014709214484,0.5263903803899709,0.48,0.5,0.5309024049025073,0.5416577176601747,0.38970581571032015,imS
P0602,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0603,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0604,0.7353940097829242,0.5091625472332589,0.48,0.5,0.5352093631916853,0.6450247166004464,0.5792119804341516,imS
P0605,0.6984775841849382,0.502450469851807,0.48,0.5,0.5368873825370483,0.6852971808891584,0.6530448316301236,imS
P0606,0.740173666387081,0.5100315757067421,0.48,0.5,0.5349921060733145,0.6398105457595479,0.5696526672258377,imS
P0607,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0608,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0609,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0610,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0611,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0612,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0613,0.8082514410905369,0.5224093529255522,0.48,0.5,0.531897661768612,0.565543882446687,0.4334971178189261,imS
P0614,0.6419012442392098,0.49216386258894723,0.48,0.5,0.5394590343527632,0.7470168244663166,0.7661975115215804,imS
P0615,0.7188321505729247,0.5061513001041681,0.48,0.5,0.535962174973958,0.6630921993749913,0.6123356988541506,imS
P0616,0.8080675459621924,0.5223759174476714,0.48,0.5,0.5319060206380822,0.5657444953139719,0.4338649080756151,imS
P0617,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0618,0.6422070170064299,0.4922194576375327,0.48,0.5,0.5394451355906169,0.7466832541748037,0.7655859659871402,imS
P0619,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0620,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0621,0.7954042450062326,0.5200734990920424,0.48,0.5,0.5324816252269895,0.5795590054477462,0.4591915099875347,imS
P0622,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0623,0.6457254691457982,0.4928591762083269,0.48,0.5,0.5392852059479183,0.7428449427500383,0.7585490617084036,imS
P0624,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0625,0.7845125849437663,0.518093197262503,0.48,0.5,0.5329767006843743,0.5914408164249823,0.48097483011246733,imS
P0626,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0627,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0628,0.7282731316123718,0.5078678421113404,0.48,0.5,0.5355330394721649,0.6527929473319579,0.5934537367752563,imS
P0629,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0630,0.6713728543154487,0.4975223371482634,0.48,0.5,0.5381194157129342,0.7148659771104195,0.7072542913691027,imS
P0631,0.828872214435286,0.5261585844427793,0.48,0.5,0.5309603538893052,0.5430484933433243,0.3922555711294278,imS
P0632,0.694854748241148,0.5017917724074814,0.48,0.5,0.5370520568981296,0.6892493655551113,0.660290503517704,imS
P0633,0.6577474865702113,0.49504499755822023,0.48,0.5,0.538738750610445,0.7297300146506785,0.7345050268595774,imS
P0634,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0635,0.834701948379606,0.5272185360690193,0.48,0.5,0.5306953659827452,0.5366887835858843,0.38059610324078796,imS
P0636,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0637,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0638,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0639,0.6718152849787918,0.4976027790870531,0.48,0.5,0.5380993052282368,0.7143833254776816,0.7063694300424163,imS
P0640,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0641,0.7713305494666207,0.5156964635393856,0.48,0.5,0.5335758841151537,0.6058212187636866,0.5073389010667586,imS
P0642,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0643,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0644,0.8345085789153381,0.5271833779846069,0.48,0.5,0.5307041555038483,0.5368997320923584,0.38098284216932377,imS
P0645,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0646,0.7305550281807213,0.5082827323964948,0.48,0.5,0.5354293169008764,0.6503036056210314,0.5888899436385575,imS
P0647,0.7932510243149291,0.5196820044208962,0.48,0.5,0.532579498894776,0.5819079734746228,0.4634979513701417,imS
P0648,0.8017941963939252,0.5212353084352591,0.48,0.5,0.5321911728911852,0.5725881493884452,0.4464116072121494,imS
P0649,0.7793072474361015,0.5171467722611094,0.48,0.5,0.5332133069347227,0.5971193664333438,0.49138550512779705,imS
P0650,0.6906916728467994,0.501034849608509,0.48,0.5,0.5372412875978728,0.6937909023489461,0.6686166543064012,imS
P0651,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0652,0.6428566283086191,0.4923375687833853,0.48,0.5,0.5394156078041538,0.7459745872996882,0.7642867433827619,imS
P0653,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0654,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0655,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0656,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0657,0.8170616582810611,0.5240112105965566,0.48,0.5,0.5314971973508609,0.5559327364206605,0.4158766834378776,imS
P0658,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0659,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0660,0.6627099450226335,0.4959472627313879,0.48,0.5,0.538513184317153,0.7243164236116726,0.7245801099547331,imS
P0661,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0662,0.8269192825386744,0.5258035059161227,0.48,0.5,0.5310491235209693,0.5451789645032642,0.39616143492265105,imS
P0663,0.6682021879731879,0.49694585235876143,0.48,0.5,0.5382635369103097,0.7183248858474314,0.7135956240536243,imS
P0664,0.7722579108374191,0.5158650746977126,0.48,0.5,0.5335337313255719,0.6048095518137246,0.5054841783251618,imS
P0665,0.7892937866106442,0.5189625066564808,0.48,0.5,0.5327593733358799,0.5862249600611154,0.4714124267787115,imS
P0666,0.8331191576417566,0.5269307559348648,0.48,0.5,0.5307673110162838,0.5384154643908109,0.38376168471648664,imS
P0667,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
