id_protein,feature1,feature2,feature3,feature4,feature5,feature6,feature7,class_label
P0386,0.32688428867295594,0.37844214433647794,0.48,0.5,0.514740357389413,0.746298213052935,0.771038570442348,im
P0387,0.69,0.39,0.48,0.5,0.57,0.76,0.79,im
P0388,0.63,0.5062579108706804,0.48,0.5,0.5993868663060206,0.8406131336939795,0.8521776114116495,im
P0389,0.43304837913514876,0.5253655860900992,0.48,0.5,0.549206982612624,0.7346344139099008,0.7684758104324256,im
P0390,0.5067663183445186,0.3902989550335556,0.48,0.5,0.5991031348993332,0.626467363310963,0.6764673633109629,im
P0391,0.6588106306193945,0.7369042588093662,0.48,0.5,0.6452382964762535,0.7090468140949858,0.6678574447143804,im
P0392,0.2520263072179487,0.4789186571701632,0.48,0.5,0.57,0.8083779857552448,0.8289186571701632,im
P0393,0.5893777123431381,0.6531259041143794,0.48,0.5,0.46274963835424826,0.8686251808228759,0.8786251808228759,im
P0394,0.47,0.5683898572705178,0.48,0.5,0.5524152140942233,0.7329873215881473,0.7683898572705178,im
P0395,0.25821006290352116,0.44941635219935977,0.48,0.5,0.5329572326977592,0.7852918239003202,0.8152918239003201,im
P0396,0.4612292298780537,0.49536307717769895,0.48,0.5,0.5226815385888495,0.7646369228223011,0.7287707701219462,im
P0397,0.73,0.36,0.48,0.5,0.53,0.91,0.92,im
P0398,0.5083298789343506,0.4819057488758998,0.48,0.5,0.5402356278102505,0.7740471255620501,0.7464241300584508,im
P0399,0.6300497630503085,0.5000124407625771,0.48,0.5,0.5900311019064427,0.8500933057193283,0.8600808649567512,im
P0400,0.5434891195900399,0.569302176081992,0.48,0.5,0.5593021760819921,0.8093021760819921,0.829302176081992,im
P0401,0.6540248009430821,0.4459751990569178,0.48,0.5,0.5271605721022016,0.8337284576817612,0.8365678855795596,im
P0402,0.703399870641372,0.71663642243574,0.48,0.5,0.653345431025704,0.676618275897184,0.680018146538556,im
P0403,0.25028550918834275,0.45085718014757403,0.48,0.5,0.5380001305165092,0.784571409926213,0.814571409926213,im
P0404,0.4849821151600178,0.44288780258282656,0.48,0.5,0.5199642303200357,0.5663902467714668,0.6235382138686046,im
P0405,0.49845718548807744,0.5523142217678839,0.48,0.5,0.4415428145119226,0.8648071481860097,0.8748071481860097,im
P0406,0.30187733301028513,0.4217239992731416,0.48,0.5,0.5020306667474287,0.7859386665051427,0.8139079997577139,im
P0407,0.32684788644056784,0.44842394322028395,0.48,0.5,0.46911220819229227,0.7815760567797161,0.811576056779716,im
P0408,0.40213820186766586,0.4069654495330835,0.48,0.5,0.5382073028014988,0.7291036514007494,0.7591036514007494,im
P0409,0.2630585522798624,0.4829303826472227,0.48,0.5,0.57,0.8143955739708341,0.8329303826472227,im
P0410,0.33,0.5449987071440167,0.48,0.5,0.3463650467519818,0.7936375389599849,0.8122737850639864,im
P0411,0.36929350739535777,0.49488225123255963,0.48,0.5,0.6141757586279174,0.8353532463023211,0.8195290049302385,im
P0412,0.54,0.57,0.48,0.5,0.56,0.81,0.83,im
P0413,0.83,0.37,0.48,0.5,0.61,0.71,0.74,im
P0414,0.48912869782286683,0.37465912950448566,0.48,0.5,0.647575654654705,0.6570834748497807,0.7039773885134568,im
P0415,0.33526688484010025,0.5630981675530001,0.48,0.5,0.3293803664894,0.7843374345742002,0.8037178010636001,im
P0416,0.3528184485127131,0.46140922425635655,0.48,0.5,0.4214995110600259,0.7685907757436434,0.7985907757436435,im
P0417,0.6213078073426164,0.46710260244753876,0.48,0.5,0.49261561468523274,0.8171026024475387,0.8371026024475388,im
P0418,0.6748131592365625,0.5089626318473125,0.48,0.5,0.6975515821677499,0.760373681526875,0.7882989452215,im
P0419,0.61,0.52,0.48,0.5,0.54,0.67,0.52,im
P0420,0.3202028075891739,0.4897971924108261,0.48,0.5,0.40653146160721737,0.6706084227675218,0.28275871183067397,im
P0421,0.27268093597118187,0.44678528436887605,0.48,0.5,0.523748495291066,0.786607357815562,0.8166073578155619,im
P0422,0.5771374530600665,0.6177481539343711,0.48,0.5,0.5069464956284766,0.8418321026229141,0.8565267521857617,im
P0423,0.7305146407369445,0.3641171258955559,0.48,0.5,0.5310292814738891,0.9084560777891666,0.9184560777891666,im
P0424,0.31320125148628697,0.44160062574314346,0.48,0.5,0.4919968712842826,0.8044056316882914,0.8312043802020044,im
P0425,0.34,0.49922191671536553,0.48,0.5,0.6214986252191448,0.8730547917884138,0.8461095835768276,im
P0426,0.6581028592449711,0.4846711676845612,0.48,0.5,0.5797807784563741,0.8576644161577194,0.8676644161577194,im
P0427,0.36965797549030854,0.43942453986925106,0.48,0.5,0.46586319019612343,0.8852877300653745,0.8873561349673128,im
P0428,0.37165530097712385,0.4268026831506235,0.48,0.5,0.4486394633698753,0.5818367802192519,0.6331973168493765,im
P0429,0.2840650481005281,0.5166395632914467,0.48,0.5,0.4246476943040126,0.6305826462034846,0.341991868987434,im
P0430,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0431,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0432,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0433,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0434,0.7159903956546816,0.441169266094981,1.0,0.6599039565468157,0.47482112955970057,0.708067230417229,0.6673037269294391,imL
P0435,0.743641336144077,0.5296522756610466,1.0,0.9364133614407704,0.4139890604830305,0.5145106469914608,0.3686735696439681,imL
P0436,0.730716708041428,0.48829346573256965,1.0,0.8071670804142801,0.44242324230885843,0.6049830437100039,0.5082595531525775,imL
P0437,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0438,0.7138111350994091,0.434195632318109,1.0,0.6381113509940906,0.4796155027813001,0.7233220543041365,0.6908397409263822,imL
P0439,0.7003501683495814,0.3911205387186607,1.0,0.5035016834958146,0.5092296296309208,0.8175488215529296,0.8362181818245202,imL
P0440,0.7191106728426302,0.4511541530964168,1.0,0.6911067284263024,0.4679565197462135,0.6862252901015883,0.6336047332995934,imL
P0441,0.7079205562432451,0.4153457799783845,1.0,0.5792055624324515,0.4925747762648607,0.764556106297284,0.7544579925729524,imL
P0442,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0443,0.730005392551514,0.48601725616484476,1.0,0.8000539255151398,0.4439881363866693,0.6099622521394021,0.5159417604436491,imL
P0444,0.7132997566202195,0.43255922118470236,1.0,0.6329975662021948,0.48074053543551715,0.7269017036584635,0.6963626285016296,imL
P0445,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0446,0.7173255533379472,0.4454417706814311,1.0,0.6732555333794722,0.47188378265651615,0.6987211266343694,0.6528840239501701,imL
P0447,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0448,0.7382493975526966,0.5123980721686292,1.0,0.8824939755269661,0.4258513253840675,0.5522542171311238,0.4269065064308767,imL
P0449,0.704555048089255,0.40457615388561613,1.0,0.5455504808925503,0.49997889420363895,0.7881146633752147,0.7908054806360456,imL
P0450,0.7085169555239988,0.4172542576767963,1.0,0.5851695552399885,0.49126269784720256,0.760381311332008,0.7480168803408125,imL
P0451,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0452,0.7394250444836925,0.5161601423478159,1.0,0.8942504448369246,0.4232649021358766,0.5440246886141527,0.4142095195761213,imL
P0453,0.7309867815694427,0.48915770102221673,1.0,0.8098678156944272,0.441829080547226,0.6030925290139009,0.5053427590500186,imL
P0454,0.7094184240623954,0.4201389569996656,1.0,0.5941842406239548,0.48927946706272996,0.7540710315632316,0.7382810201261287,imL
P0455,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0456,0.7142324384362705,0.4355438029960657,1.0,0.6423243843627053,0.47868863544020485,0.7203729309461062,0.6862896648882781,imL
P0457,0.7167303765860417,0.44353720507533356,1.0,0.6673037658604173,0.4731931715107082,0.7028873638977079,0.6593119328707493,imL
P0458,0.7372392372914061,0.5091655593324994,1.0,0.8723923729140604,0.4280736779589067,0.5593253389601577,0.43781623725281477,imL
P0459,0.739319024588888,0.5158208786844415,1.0,0.8931902458888794,0.42349814590444657,0.5447668278777843,0.4153545344400102,imL
P0460,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0461,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0462,0.7117545927769058,0.4276146968860986,1.0,0.617545927769058,0.48413989589080725,0.7377178505616593,0.7130503980094174,imL
P0463,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0464,0.749287550626846,0.5477201620059076,1.0,0.9928755062684609,0.4015673886209386,0.47498714561207733,0.30769445323006217,imL
P0465,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0466,0.728934919291278,0.4825917417320895,1.0,0.7893491929127796,0.4463431775591885,0.6174555649610542,0.5275028716541978,imL
P0467,0.703110516454195,0.39995365265342425,1.0,0.5311051645419507,0.5031568638007708,0.7982263848206345,0.8064064222946932,imL
P0468,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0469,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0470,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0471,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0472,0.7308186584502624,0.4886197070408399,1.0,0.8081865845026246,0.4421989514094226,0.6042693908481628,0.5071584887371655,imL
P0473,0.7479915191403073,0.5435728612489832,1.0,0.9799151914030725,0.4044186578913241,0.4840593660178492,0.32169159328468167,imL
P0474,0.7043056120745885,0.40377795863868354,1.0,0.5430561207458859,0.5005276534359051,0.7898607154778797,0.7934993895944431,imL
P0475,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0476,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0477,0.728100674605821,0.479922158738627,1.0,0.7810067460582093,0.448178515867194,0.6232952777592535,0.536512714257134,imL
P0478,0.7476641210991133,0.5425251875171625,1.0,0.9766412109911327,0.40513893358195086,0.4863511523062071,0.32522749212957675,imL
P0479,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0480,0.7333146435091344,0.49660685922923015,1.0,0.8331464350913441,0.4367077842799043,0.5867974954360591,0.48020185010134836,imL
P0481,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0482,0.7397812192129686,0.5172999014814996,1.0,0.897812192129686,0.42248131773146913,0.5415314655092198,0.41036283249993905,imL
P0483,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0484,0.7004799857636614,0.3915359544437167,1.0,0.5047998576366147,0.5089440313199448,0.8166400996543697,0.8348161537524561,imL
P0485,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0486,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0487,0.7201979022204869,0.45463328710555795,1.0,0.7019790222048685,0.4655646151149289,0.6786146844565919,0.6218626560187419,imL
P0488,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0489,0.7168993804829344,0.44407801754539017,1.0,0.6689938048293442,0.4728213629375443,0.701704336619459,0.6574866907843082,imL
P0490,0.7330651268357151,0.49580840587428837,1.0,0.830651268357151,0.4372567209614268,0.5885441121499942,0.48289663017427686,imL
P0491,0.7419167840339604,0.5241337089086733,1.0,0.919167840339604,0.4177830751252871,0.5265825117622771,0.38729873243322765,imL
P0492,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0493,0.7231931566991117,0.4642181014371576,1.0,0.7319315669911174,0.4589750552619542,0.6576479031062178,0.5895139076495932,imL
P0494,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0495,0.7346920189421784,0.5010144606149709,1.0,0.8469201894217839,0.43367755832720756,0.5771558674047512,0.46532619542447323,imL
P0496,0.7482948832476498,0.5445436263924796,1.0,0.9829488324764983,0.4037512568551704,0.4819358172664511,0.3184152609253818,imL
P0497,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0498,0.7355815854108649,0.5038610733147679,1.0,0.8558158541086496,0.4317205120960971,0.5709289021239452,0.45571887756265833,imL
P0499,0.7072560853587629,0.4132194731480414,1.0,0.5725608535876293,0.49403661221072154,0.7692074024886595,0.7616342781253603,imL
P0500,0.7221204296893892,0.46078537500604544,1.0,0.7212042968938919,0.4613350546833438,0.6651569921742757,0.6010993593545968,imL
P0501,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0502,0.7083115213081096,0.416596868185951,1.0,0.5831152130810968,0.49171465312215873,0.7618193508432323,0.7502355698724155,imL
P0503,0.7221077390869588,0.4607447650782681,1.0,0.7210773908695878,0.4613629740086907,0.6652458263912885,0.6012364178608451,imL
P0504,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0505,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0506,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0507,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0508,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0509,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0510,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0511,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0512,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0513,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0514,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0515,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0516,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0517,0.7107769982293163,0.4244863943338123,1.0,0.6077699822931634,0.48629060389550405,0.7445610123947856,0.7236084191233836,imL
P0518,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0519,0.7419084678124148,0.5241070969997274,1.0,0.919084678124148,0.4178013708126875,0.5266407253130965,0.38738854762592023,imL
P0520,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0521,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0522,0.7497124342421477,0.5490797895748727,1.0,0.9971243424214769,0.4006326446672751,0.47201296030496614,0.3031057101848049,imL
P0523,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0524,0.7322744571417806,0.4932782628536981,1.0,0.8227445714178063,0.4389961942880826,0.5940788000075355,0.4914358628687691,imL
P0525,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0526,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0527,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0528,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0529,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0530,0.7186727506072681,0.44975280194325806,1.0,0.6867275060726813,0.4689199486640101,0.6892907457491231,0.6383342934415042,imL
P0531,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0532,0.7461806914984515,0.5377782127950448,1.0,0.9618069149845148,0.40840247870340673,0.4967351595108396,0.341248531816724,imL
P0533,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0534,0.7115551749930938,0.4269765599779005,1.0,0.615551749930939,0.48457861501519345,0.7391137750483426,0.7152041100745858,imL
P0535,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0536,0.7474865406995177,0.5419569302384568,1.0,0.9748654069951777,0.40552961046106095,0.48759421510337564,0.32714536044520814,imL
P0537,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0538,0.7435222662659629,0.529271252051081,1.0,0.9352226626596281,0.41425101421488186,0.5153441361382604,0.3699595243276017,imL
P0539,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0540,0.7396865866933527,0.5169970774187287,1.0,0.8968658669335272,0.42268950927462406,0.542193893146531,0.41138486371179067,imL
P0541,0.7091225223207006,0.4191920714262421,1.0,0.5912252232070065,0.4899304508944586,0.7561423437550954,0.7414767589364331,imL
P0542,0.7478283592179973,0.5430507494975916,1.0,0.9782835921799733,0.4047776097204059,0.48520148547401865,0.3234537204456287,imL
P0543,0.7342634566599942,0.4996430613119812,1.0,0.8426345665999411,0.434620395348013,0.5801558033800411,0.4699546680720636,imL
P0544,0.7279203352934024,0.47934507293888784,1.0,0.7792033529340245,0.4485752623545146,0.6245576529461828,0.5384603788312535,imL
P0545,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0546,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0547,0.7221279337429906,0.4608093879775699,1.0,0.7212793374299058,0.46131854576542075,0.665104463799066,0.6010183155757016,imL
P0548,0.7235734449738364,0.46543502391627634,1.0,0.7357344497383635,0.45813842105756003,0.6549858851831455,0.5854067942825674,imL
P0549,0.7179882840591563,0.4475625089893001,1.0,0.6798828405915628,0.4704257750698562,0.694082011585906,0.6457265321611121,imL
P0550,0.7171322811351482,0.4448232996324741,1.0,0.6713228113514814,0.4723089815026741,0.700074032053963,0.6549713637404,imL
P0551,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0552,0.7329158200490682,0.49533062415701823,1.0,0.8291582004906819,0.43758519589205,0.5895892596565226,0.4845091434700636,imL
P0553,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0554,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0555,0.7330438326482887,0.4957402644745236,1.0,0.8304383264828861,0.4373035681737651,0.5886931714619796,0.48312660739848295,imL
P0556,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0557,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0558,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0559,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0560,0.7124216935511604,0.42974941936371347,1.0,0.6242169355116045,0.482672274187447,0.7330481451418769,0.7058457096474672,imL
P0561,0.7298840126920514,0.4856288406145647,1.0,0.7988401269205145,0.4442551720774868,0.6108119111556397,0.5172526629258443,imL
P0562,0.7486326969942084,0.5456246303814671,1.0,0.9863269699420845,0.40300806661274147,0.47957112104054084,0.31476687246254875,imL
P0563,0.7388435259691818,0.5142992831013817,1.0,0.8884352596918179,0.42454424286780007,0.5480953182157275,0.42048991953283665,imL
P0564,0.7221721183319231,0.4609507786621539,1.0,0.7217211833192307,0.46122133966976925,0.6647951716765383,0.6005411220152307,imL
P0565,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0566,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0567,0.7085662276769971,0.4174119285663908,1.0,0.5856622767699713,0.4911542991106063,0.7600364062610201,0.747484741088431,imL
P0568,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0569,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0570,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0571,0.7,0.39,1.0,0.5,0.51,0.82,0.84,imL
P0572,0.75,0.55,1.0,1.0,0.4,0.47,0.3,imL
P0573,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0574,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0575,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0576,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0577,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0578,0.6376519999223362,0.491391272713152,0.48,0.5,0.539652181821712,0.7516523637210878,0.7746960001553276,imS
P0579,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0580,0.8034468825335916,0.5215357968242894,0.48,0.5,0.5321160507939277,0.5707852190542637,0.44310623493281676,imS
P0581,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0582,0.6651963030311652,0.4963993278238482,0.48,0.5,0.538400168044038,0.7216040330569108,0.7196073939376698,imS
P0583,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0584,0.811413880772915,0.5229843419587118,0.48,0.5,0.5317539145103221,0.5620939482477292,0.4271722384541701,imS
P0585,0.672177215635606,0.49766858466101926,0.48,0.5,0.5380828538347452,0.7139884920338845,0.7056455687287881,imS
P0586,0.8372425872269418,0.5276804704048985,0.48,0.5,0.5305798823987754,0.533917177570609,0.37551482554611637,imS
P0587,0.6809159183938889,0.4992574397079798,0.48,0.5,0.5376856400730051,0.7044553617521213,0.6881681632122224,imS
P0588,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0589,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0590,0.7684408053890732,0.5151710555252861,0.48,0.5,0.5337072361186785,0.6089736668482838,0.5131183892218536,imS
P0591,0.8318056854576019,0.5266919428104732,0.48,0.5,0.5308270142973818,0.5398483431371615,0.386388629084796,imS
P0592,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0593,0.8177659884508585,0.5241392706274288,0.48,0.5,0.5314651823431428,0.5551643762354271,0.41446802309828307,imS
P0594,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0595,0.6479181614027587,0.4932578475277743,0.48,0.5,0.5391855381180565,0.7404529148333541,0.7541636771944825,imS
P0596,0.8423530341209154,0.5286096425674391,0.48,0.5,0.5303475893581402,0.528342144595365,0.3652939317581691,imS
P0597,0.8214970578398255,0.5248176468799683,0.48,0.5,0.531295588280008,0.5510941187201903,0.40700588432034895,imS
P0598,0.7546145853078128,0.5126571973286932,0.48,0.5,0.5343357006678268,0.6240568160278406,0.5407708293843745,imS
P0599,0.7059798900638208,0.5038145254661492,0.48,0.5,0.5365463686334627,0.6771128472031046,0.6380402198723584,imS
P0600,0.7564532108233982,0.5129914928769815,0.48,0.5,0.5342521267807546,0.622051042738111,0.5370935783532035,imS
P0601,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0602,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0603,0.818820499945246,0.5243309999900447,0.48,0.5,0.5314172500024889,0.5540140000597317,0.41235900010950804,imS
P0604,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0605,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0606,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0607,0.6929088496226599,0.5014379726586654,0.48,0.5,0.5371405068353337,0.6913721640480075,0.6641823007546803,imS
P0608,0.8496149804042135,0.5299299964371298,0.48,0.5,0.5300175008907176,0.5204200213772217,0.3507700391915729,imS
P0609,0.6945083663136458,0.5017287938752083,0.48,0.5,0.5370678015311979,0.68962723674875,0.6609832673727084,imS
P0610,0.8121085730213917,0.5231106496402531,0.48,0.5,0.5317223375899368,0.5613361021584818,0.4257828539572166,imS
P0611,0.7862238130471042,0.518404329644928,0.48,0.5,0.5328989175887681,0.5895740221304319,0.47755237390579164,imS
P0612,0.7299872408896678,0.508179498343576,0.48,0.5,0.535455125414106,0.6509230099385441,0.5900255182206643,imS
P0613,0.656714555435568,0.494857191897376,0.48,0.5,0.538785702025656,0.7308568486157441,0.736570889128864,imS
P0614,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0615,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0616,0.7643096725036905,0.5144199404552164,0.48,0.5,0.533895014886196,0.6134803572687012,0.521380654992619,imS
P0617,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0618,0.7287137417202707,0.5079479530400492,0.48,0.5,0.5355130117399878,0.6523122817597047,0.5925725165594586,imS
P0619,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0620,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0621,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0622,0.8082036938600824,0.5224006716109241,0.48,0.5,0.531899832097269,0.5655959703344556,0.43359261227983525,imS
P0623,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0624,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0625,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0626,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0627,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0628,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0629,0.6389131715525573,0.4916205766459195,0.48,0.5,0.5395948558385202,0.750276540124483,0.7721736568948855,imS
P0630,0.7489131674889877,0.5116205759070886,0.48,0.5,0.5345948560232279,0.6302765445574678,0.5521736650220245,imS
P0631,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0632,0.7654213071995202,0.5146220558544582,0.48,0.5,0.5338444860363855,0.6122676648732507,0.5191573856009595,imS
P0633,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0634,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0635,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0636,0.694315317607136,0.5016936941103883,0.48,0.5,0.5370765764724029,0.6898378353376697,0.6613693647857279,imS
P0637,0.6852455260141018,0.500044641093473,0.48,0.5,0.5374888397266318,0.6997321534391616,0.6795089479717964,imS
P0638,0.8356531285128632,0.5273914779114297,0.48,0.5,0.5306521305221427,0.5356511325314219,0.37869374297427355,imS
P0639,0.8424711098870873,0.5286311108885613,0.48,0.5,0.5303422222778597,0.5282133346686321,0.3650577802258254,imS
P0640,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0641,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0642,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0643,0.7908331849778728,0.5192423972687041,0.48,0.5,0.532689400682824,0.5845456163877751,0.46833363004425427,imS
P0644,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0645,0.7185016880929684,0.5060912160169033,0.48,0.5,0.5359771959957742,0.6634527038985799,0.6129966238140632,imS
P0646,0.813427173458717,0.5233503951743121,0.48,0.5,0.5316624012064219,0.559897628954127,0.42314565308256613,imS
P0647,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0648,0.8143826943203738,0.5235241262400679,0.48,0.5,0.531618968439983,0.5588552425595922,0.42123461135925233,imS
P0649,0.8172201543427472,0.5240400280623176,0.48,0.5,0.5314899929844206,0.555759831626094,0.4155596913145056,imS
P0650,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0651,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0652,0.6583183365081144,0.4951487884560208,0.48,0.5,0.5387128028859949,0.7291072692638751,0.733363326983771,imS
P0653,0.6908925720136917,0.5010713767297621,0.48,0.5,0.5372321558175595,0.6935717396214272,0.6682148559726165,imS
P0654,0.7563869506096385,0.5129794455653889,0.48,0.5,0.5342551386086528,0.6221233266076671,0.5372260987807229,imS
P0655,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0656,0.8418499124182417,0.5285181658942257,0.48,0.5,0.5303704585264436,0.5288910046346454,0.3663001751635166,imS
P0657,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0658,0.6695188752737622,0.49718525004977493,0.48,0.5,0.5382036874875563,0.7168884997013504,0.7109622494524757,imS
P0659,0.695135674578861,0.5018428499234293,0.48,0.5,0.5370392875191428,0.6889429004594243,0.6597286508422779,imS
P0660,0.63,0.49,0.48,0.5,0.54,0.76,0.79,imS
P0661,0.6923579031787201,0.5013378005779491,0.48,0.5,0.5371655498555128,0.6919731965323053,0.6652841936425598,imS
P0662,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0663,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0664,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0665,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0666,0.85,0.53,0.48,0.5,0.53,0.52,0.35,imS
P0667,0.6500858234727795,0.49365196790414173,0.48,0.5,0.5390870080239646,0.7380881925751497,0.749828353054441,imS
